restaurant_name,rating,main_genre,address_region,address_locality,address_street,closest_station,rating_users,save_users,lunch_budget,dinner_budget,review_lunch_budget,review_dinner_budget,award_medals,award_selections,award_kamiawa,genre,transportation,closed_dates,opening_hrs,reservation_status,payment_methods,no_of_seats,official_website,social_account,opening_date,remarks,branches,tabelog_site,lat,lng,image,name,price_range
東山 緒方,4.19,日本料理,京都府,京都市左京区,岡崎円勝寺町91-5 眞松庵 1F,東山駅,105,6376,,"￥30,000～￥39,999",,"￥40,000～￥49,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店",食べログ 日本料理 WEST 百名店 2023 選出店,,日本料理,東山駅から500m,火曜日,"月・水・木・金・土・日
                        


                            16:00 - 18:30
                          

                            19:00 - 21:30
                          




                          火
                        


                            定休日
                          



営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",12席,,"https://www.facebook.com/司菜-緒方-104900337864011/
 
https://www.instagram.com/shisai_ogata/",2021年9月16日,,,https://tabelog.com/kyoto/A2601/A260301/26036476/,35.01137343787341,135.78469318040933,https://tblg.k-img.com/restaurant/images/Rvw/193465/640x640_rect_99c09d8831741c2a04ab7ee15fb99d35.jpg,東山 緒方,"￥30,000～￥39,999"
徳ㇵ本也,4.19,日本料理,京都府,京都市上京区,新御霊口町287-5,鞍馬口駅,95,4331,"￥20,000～￥29,999","￥20,000～￥29,999","￥30,000～￥39,999","￥30,000～￥39,999",レストランランキングTOP500,,,日本料理,鞍馬口駅から354m,,"■営業時間12:00～18:00～■定休日日曜日


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可


電子マネー不可


QRコード決済不可",14席,https://motonari-kyoto.jp/,https://www.instagram.com/tokuhamotonari,2023年12月8日,,,https://tabelog.com/kyoto/A2601/A260503/26040349/,35.03645723785056,135.76299398067792,https://tblg.k-img.com/restaurant/images/Rvw/252827/640x640_rect_31f0e1262f6debab9cde33dd60be38f7.jpg,徳ㇵ本也,"￥20,000～￥29,999"
イタリア料理 今井,4.19,イタリアン,兵庫県,芦屋市,公光町10-21,芦屋駅（阪神）,86,13841,,,"￥30,000～￥39,999","￥30,000～￥39,999",The Tabelog Award 2024 Bronze 受賞店,食べログ イタリアン WEST 百名店 2023 選出店,,イタリアン,芦屋駅（阪神）から178m,,"■ 営業時間完全予約制です。


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可


電子マネー可


QRコード決済不可",,,https://www.instagram.com/https://www.instagram.com/italiaryouri_imai?igsh=MXcyc2dib3cybWtyMQ==,,,,https://tabelog.com/hyogo/A2803/A280302/28056034/,34.728743337900184,135.30512447789067,https://tblg.k-img.com/restaurant/images/Rvw/234059/640x640_rect_594e8499cb88c400969575de56ac2b7b.jpg,イタリア料理 今井,"￥30,000～￥39,999"
無名（むみょう【旧店名】から木）,4.19,日本料理,長野県,茅野市,仲町5-4,茅野駅,74,6050,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店",食べログ 日本料理 EAST 百名店 2023 選出店,,日本料理,"電車：JR茅野駅　東口より徒歩3分お車：中央高速　諏訪インターより　蓼科方面へ　20分　　　蓼科から　茅野駅に向かって　20分
茅野駅から241m",月曜日、火曜日、水曜日,"木・金
                        


                            19:00 - 21:30
                          




                          土・日・祝日
                        


                            12:30 - 15:00
                          

                            19:00 - 21:30
                          




                          月・火・水
                        


                            定休日
                          





昼　12:15ドアオープン　12:30一斉スタート夜　18:45ドアオープン　19:00一斉スタート",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","4席

                    （カウンター　4席　　）",https://mumyo.jp,https://www.instagram.com/mumyo_jp,2008年10月1日,,,https://tabelog.com/nagano/A2004/A200403/20002726/,35.994035238004,138.15450768867396,https://tblg.k-img.com/restaurant/images/Rvw/209007/640x640_rect_12b96711828190b1726e70e44fe9bd04.jpg,無名,"￥20,000～￥29,999"
鮨 尚充,4.19,屋形船・クルージング,東京都,中央区,晴海3-1 晴海乗船場,勝どき駅,49,2817,,,,"￥80,000～￥99,999",レストランランキングTOP500,,,屋形船・クルージング、寿司,"都営大江戸線　勝ちどき駅 A3出口より徒歩5分
勝どき駅から353m",,,完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","12席

                    （カウンター12席）",,,2022年10月16日,新規の電話ご予約は受け付けておりません。予約サイト「食オク」にて限定で予約を承ります。,,https://tabelog.com/tokyo/A1313/A131302/13280325/,35.656705797585694,139.77986771171288,https://tblg.k-img.com/restaurant/images/Rvw/278395/640x640_rect_52cb85a530f09291777b539e1c75cb70.jpg,鮨 尚充,"￥80,000～￥99,999"
とおの屋 要（ヨウ）,4.19,料理旅館,岩手県,遠野市,材木町2-17,遠野駅,37,6112,,,,"￥50,000～￥59,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店",,,料理旅館、創作料理,遠野駅から107m,,,完全予約制,"カード可

                      （VISA、Master、AMEX）
                    


電子マネー不可",14席,http://tonoya-yo.com/,,2011年8月,どぶろく有り！,,https://tabelog.com/iwate/A0302/A030203/3005826/,39.33332346039322,141.53127958662407,https://tblg.k-img.com/restaurant/images/Rvw/175915/640x640_rect_40943fe60fea1de9769b55ff477703f2.jpg,とおの屋 要,"￥50,000～￥59,999"
小松 弥助,4.18,寿司,石川県,金沢市,本町2-17-21 金沢茶屋別館 1F,北鉄金沢駅,568,65399,"￥10,000～￥14,999",,"￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Silver 受賞店, The Tabelog Award 2020 Silver 受賞店, The Tabelog Award 2019 Silver 受賞店, The Tabelog Award 2018 Silver 受賞店","食べログ 寿司 WEST 百名店 2022 選出店, 食べログ 寿司 WEST 百名店 2021 選出店",,寿司,"JR金沢駅から徒歩4分約290m
北鉄金沢駅から194m",,"■ 営業時間11:00～、13:00～、15:00～の完全予約■ 定休日水曜日・木曜日


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","18席

                    （カウンター10席、4人掛けテーブル席×1, 2人掛けテーブル席×2）",,,2017年3月14日,注意！完全予約制,,https://tabelog.com/ishikawa/A1701/A170101/17010524/,36.57648263715491,136.64990159561188,https://tblg.k-img.com/restaurant/images/Rvw/117203/320x320_square_117203899.jpg,小松 弥助,&nbsp;
日の出（ひので）,4.18,日本料理,三重県,桑名市,川口町19,西桑名駅,429,32788,"￥10,000～￥14,999","￥10,000～￥14,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Silver 受賞店, The Tabelog Award 2019 Silver 受賞店, The Tabelog Award 2018 Silver 受賞店, The Tabelog Award 2017 Bronze 受賞店","食べログ 日本料理 WEST 百名店 2023 選出店, 食べログ 日本料理 WEST 百名店 2021 選出店",,日本料理、郷土料理,"近鉄/ＪＲ桑名駅東口　徒歩もしくはタクシーで５分名古屋白川Ｉ．Ｃよりタクシーで約４０分東名阪自動車道桑名東Ｉ．Ｃ下車約１０分伊勢湾岸自動車道湾岸桑名Ｉ．Ｃ下車約１０分JR・近鉄桑名駅より三重交通バス長島温泉行き乗車「田町」下車徒歩2分または、桑名駅前行き乗車「本町［桑名］」下車徒歩1分
西桑名駅から1,119m",,"11:30 - 14:00
                              L.O. 13:00


                            17:00 - 22:00
                              L.O. 20:30






■ 営業時間11:30～14:00(L.O13:00)(季節により営業・日曜日中心)※予約の電話はできるだけ11時～18時の間がいいとのこと。■ 定休日水曜日(但し第2水曜日は営業し、翌日の木曜日が定休日)※変更の場合あり、要問合せ。　年末年始。


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済可","60席

                    （７部屋）",https://ishi98.wixsite.com/hinode987,https://twitter.com/Hinode_hamaguri,1923年,料理の表示料金以外に、奉仕料20％、さらに総額に税金10％（外税）かかります。,,https://tabelog.com/mie/A2402/A240203/24000026/,35.0669321381284,136.6961944803316,https://tblg.k-img.com/restaurant/images/Rvw/124046/640x640_rect_124046508.jpg,日の出,"￥10,000～￥14,999"
スガラボヴィー（SUGALABO V）,4.18,フレンチ,大阪府,大阪市中央区,心斎橋筋2-8-16 ルイ・ヴィトンメゾン 大阪御堂筋 7F,心斎橋駅,341,14663,,"￥60,000～￥79,999",,"￥60,000～￥79,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店","食べログ フレンチ WEST 百名店 2023 選出店, 食べログ フレンチ WEST 百名店 2021 選出店",,フレンチ,心斎橋駅から345m,水曜日,"月・火・木・金・土・日
                        


                            17:30 - 23:30
                          




                          水
                        


                            定休日
                          



営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー可


QRコード決済可",24席,,,2020年2月1日,,,https://tabelog.com/osaka/A2701/A270202/27116163/,34.67122353799899,135.50069197717258,https://tblg.k-img.com/restaurant/images/Rvw/169013/640x640_rect_b047f8bf09c0509471602de1a8c6d450.jpg,スガラボヴィー,"￥60,000～￥79,999"
寿志 城助（スシ ジョウスケ）,4.18,寿司,兵庫県,神戸市中央区,北野町2-1-10 黄能ハウス 1F,三ノ宮駅（ＪＲ）,249,25750,,"￥15,000～￥19,999",,"￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店","食べログ 寿司 WEST 百名店 2022 選出店, 食べログ 寿司 WEST 百名店 2021 選出店",,寿司,"徒歩神戸市営地下鉄新神戸駅南通路口から8分神戸市営地下鉄三宮駅東8番出入口から10分阪急電車三宮駅東改札口から11分JR三ノ宮駅西改札口から11分タクシーJR三ノ宮駅中央口東口から3分
三ノ宮駅（ＪＲ）から674m",,"■ 営業時間17:30～■ 定休日不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード不可


電子マネー不可


QRコード決済不可",,,,2007年11月,【神戸市中央区中山手通1-6-7三佳ビル 1Ｆより移転】,,https://tabelog.com/hyogo/A2801/A280103/28006575/,34.700192437882336,135.19214877768144,https://tblg.k-img.com/restaurant/images/Rvw/124372/640x640_rect_124372847.jpg,寿志 城助,"￥15,000～￥19,999"
クロモリ,4.18,中華料理,宮城県,仙台市太白区,向山2-2-24,愛宕橋駅,173,12560,"￥15,000～￥19,999","￥15,000～￥19,999","￥40,000～￥49,999","￥40,000～￥49,999",The Tabelog Award 2024 Bronze 受賞店,"食べログ 中国料理 EAST 百名店 2024 選出店, 食べログ 中国料理 EAST 百名店 2023 選出店, 食べログ 中国料理 EAST 百名店 2021 選出店",,中華料理、飲茶・点心,"仙台市営バス・宮城交通　向山二丁目バス停下車　徒歩３分
愛宕橋駅から1,128m",,"■ 営業時間[金・土]12:00～コース開始[火～土]18:45～コース開始■ 定休日月曜・日曜・祝日


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","10席

                    （カウンター10席　）",https://kuromori.jimdofree.com/,,2019年11月19日,,,https://tabelog.com/miyagi/A0401/A040105/4022461/,38.246860876746986,140.86889100953437,https://tblg.k-img.com/restaurant/images/Rvw/230755/640x640_rect_6628871deb444d765df0ff10eca82e36.jpg,クロモリ,"￥15,000～￥19,999"
明寂（Myoujyaku）,4.18,日本料理,東京都,港区,西麻布3-2-34 西麻布ヒルズ B1F,六本木駅,167,10697,,"￥30,000～￥39,999",,"￥50,000～￥59,999",,食べログ 日本料理 TOKYO 百名店 2023 選出店,,日本料理,"東京メトロ日比谷線　六本木駅徒歩8分都営地下鉄大江戸線　六本木駅徒歩10分六本木ヒルズから徒歩5分
六本木駅から548m",日曜日,"月・火・水・木・金・土
                        


                            17:00 - 20:30
                          




                          日
                        


                            定休日
                          





■ 定休日不定休",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","25席

                    （カウンター8席、個室6人席、個室4人席、他にバーカウンター7席）",http://myoujyaku.com/,https://www.instagram.com/myoujyaku,2022年4月18日,※広範囲なアレルギーや苦手な食材がある場合、ご予約をお断りする可能性がございます。予めご了承ください。※お客様皆様にお料理をお楽しみいただくために、香りの強い香水はご遠慮いただきますようお願い申し上げます。,,https://tabelog.com/tokyo/A1307/A130701/13270958/,35.65942833871721,139.72669638419205,https://tblg.k-img.com/restaurant/images/Rvw/176321/640x640_rect_135cdd25790be566ebb10d85839bed5b.jpg,明寂,"￥30,000～￥39,999"
アルカナイズ（ARCANA IZU）,4.18,料理旅館,静岡県,伊豆市,湯ケ島1662 ＡＲＵＣＡＮＡ　ＩＺＵ　アルカナ・イズ,,140,4752,,,,"￥60,000～￥79,999",レストランランキングTOP500,,,料理旅館、フレンチ,車、駅よりバス・タクシー,,"■ 営業時間Check In 15:00Check Out 13:00朝食8:00～夕食18:00～■ 定休日週２日休み


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",,http://www.arcanaresorts.com/,,,,,https://tabelog.com/shizuoka/A2205/A220504/22002265/,34.891576338949065,138.92338507699912,https://tblg.k-img.com/restaurant/images/Rvw/176154/640x640_rect_d5dcee07a80f28bcfd4523f43aafc8f4.jpg,アルカナイズ,"￥60,000～￥79,999"
山勢,4.18,うなぎ,長野県,松本市,大手4-6-10-2,松本駅,127,7354,"￥10,000～￥14,999","￥10,000～￥14,999","￥15,000～￥19,999","￥15,000～￥19,999",,食べログ うなぎ 百名店 2024 選出店,,うなぎ,"JR松本駅より徒歩17分
松本駅から1,072m",月曜日、火曜日,"水・木・金・土・日
                        


                            12:00 - 14:00
                          

                            18:00 - 21:00
                          




                          月・火
                        


                            定休日
                          



営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済可",,http://yamasei-unagi.jp/,https://www.instagram.com/yamasei_unagi,2023年4月,2023年4月に松本市中央から移転,,https://tabelog.com/nagano/A2002/A200201/20026525/,36.236248537792754,137.97418449124694,https://tblg.k-img.com/restaurant/images/Rvw/272881/640x640_rect_d926e214f368bb30085c5e50f19ac5ac.jpg,山勢,"￥10,000～￥14,999"
前田,4.18,日本料理,京都府,京都市東山区,祇園町南側570-118 1Ｆ,祇園四条駅,97,12205,,,,"￥40,000～￥49,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Silver 受賞店, The Tabelog Award 2019 Silver 受賞店, The Tabelog Award 2018 Silver 受賞店, The Tabelog Award 2017 Bronze 受賞店","食べログ 日本料理 WEST 百名店 2023 選出店, 食べログ 日本料理 WEST 百名店 2021 選出店",,日本料理,"京都からタクシー
祇園四条駅から297m",日曜日,"月・火・水・木・金・土
                        


                            18:00 - 23:00
                          




                          日
                        


                            定休日
                          





■ 営業時間最終入店は19:30


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

                      （JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",10席,,,2012年9月1日,写真撮影はNG。お料理：2万円のコース,,https://tabelog.com/kyoto/A2601/A260301/26020923/,35.00157713787628,135.77416118031778,https://tblg.k-img.com/restaurant/images/Rvw/121049/640x640_rect_121049312.jpg,前田,"￥40,000～￥49,999"
料理屋そうびき,4.18,日本料理,広島県,東広島市,西条岡町10-24 第10内海ビル 3F,西条駅,95,4459,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店",食べログ 日本料理 WEST 百名店 2023 選出店,,日本料理,"・JR西日本 山陽本線 西条駅 南口より徒歩約10分・新幹線 東広島駅よりタクシー約15分
西条駅から582m",月曜日,"火
                        


                            18:00 - 22:00
                              L.O. 料理20:00





                          水・木・金
                        


                            15:30 - 22:00
                              L.O. 料理20:00





                          土
                        


                            12:00 - 14:30
                              L.O. 料理12:30


                            18:00 - 22:00
                              L.O. 料理20:00





                          日
                        


                            12:00 - 14:30
                              L.O. 料理12:30





                          月
                        


                            定休日
                          





営業時間について、公式ホームページに詳しく記載しておりますので、事前にご確認願います。　◆カウンター席について22000円コースのみ①12:00一斉スタート制（土日のみ）②15:30一斉スタート制（水木金のみ）③18:30一斉スタート制（火水木金土）　◆個室について22000円コースまたは16500円コース（個室限定）をお選び頂けます。①12:00または12:30スタートからお選びください（土日のみ）②15:30一斉スタート制（水木金のみ）③18:00、18:30、19:00、19:30、20:00からスタート時間をお選びください（火水木金土）",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","19席

                    （カウンター７席、個室6席×2室(連結可)）",https://sobiki.jp/,"https://www.facebook.com/料理屋そうびき-1892900217643854/
 
https://www.instagram.com/sobiki_higashihiroshima/",2017年3月,・御料理の仕込み中等で手が放せない場合、お電話に出れない場合がございます。その場合は後ほどに頂いたお電話番号に折り返しご連絡させて頂いております。　・お写真撮影について。他のお客様を写す行為は禁止しておりますが、御料理等の撮影はして頂いて構いません。SNS等インターネットへの掲載も問題ございません。ご配慮の上、お願い致します。,,https://tabelog.com/hiroshima/A3407/A340701/34023121/,34.4265016372755,132.74084167663526,https://tblg.k-img.com/restaurant/images/Rvw/194180/640x640_rect_c63de09a464cddff0eb2ca905f62000f.jpg,料理屋そうびき,"￥20,000～￥29,999"
鮨 土方,4.18,寿司,愛知県,名古屋市中区,錦3-12-30 第二ワシントンANexビル 1F,栄駅（名古屋）,88,11386,,"￥50,000～￥59,999",,"￥40,000～￥49,999","The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2018 Bronze 受賞店, The Tabelog Award 2017 Bronze 受賞店","食べログ 寿司 EAST 百名店 2022 選出店, 食べログ 寿司 EAST 百名店 2021 選出店",,寿司,"最寄駅は栄駅または伏見駅です。
栄駅（名古屋）から438m",月曜日、木曜日、日曜日,"火・水・金・土・祝日・祝前日・祝後日
                        


                            18:00 - 21:00
                          




                          月・木・日
                        


                            定休日",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","6席

                    （カウンター6席）",http://www.sushi-hijikata.com/,,,,,https://tabelog.com/aichi/A2301/A230103/23050373/,35.17091153812836,136.90339828123663,https://tblg.k-img.com/restaurant/images/Rvw/270328/320x320_rect_e6bceac97d7fe45dc9b3521ebe19049f.jpg,鮨 土方,"￥50,000～￥59,999"
白（Tsukumo）,4.18,日本料理,奈良県,奈良市,紀寺町968,京終駅,73,7928,"￥20,000～￥29,999",,"￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店",食べログ 日本料理 WEST 百名店 2023 選出店,,日本料理,"近鉄奈良駅から徒歩約18分奈良交通「福智院町」バス停から徒歩数分
京終駅から841m",月曜日,"火・水・木・金・土・日
                        


                            12:00 - 13:00
                          

                            17:30 - 19:00
                          




                          月
                        


                            定休日
                          





■ 定休日月末の最終日


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可


電子マネー不可


QRコード決済不可",,http://tsukumonara.com/,,2021年6月6日,JR奈良駅近くで2015年12月17日に創業。2021年6月6日現在地に移転オープン。料理と外観の他は撮影禁止。内観(店内)や調理風景の撮影禁止｡ 料理人やスタッフの写真も不可。動画や音声も禁止とのことですので注意下さい。,,https://tabelog.com/nara/A2901/A290101/29012612/,34.67597393810216,135.83409797698687,https://tblg.k-img.com/restaurant/images/Rvw/208445/640x640_rect_c3e56217b4d42ba970b77117536ed113.jpg,白,&nbsp;
エノテカ・ラ・リコルマ（enoteca La RICOLMA）,4.18,イタリアン,北海道,函館市,富岡町2-33-12,五稜郭駅,72,7476,,"￥15,000～￥19,999","￥15,000～￥19,999","￥15,000～￥19,999",The Tabelog Award 2024 Bronze 受賞店,食べログ イタリアン EAST 百名店 2023 選出店,,イタリアン,"レンタカータクシーバス
五稜郭駅から1,462m",,"■ 営業時間基本18時～（HPで要確認）■ 定休日不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",4席,https://www.enoteca-la-ricolma.com/,,,おまかせコースのみ。予約の際はHPを読んで下さい。,,https://tabelog.com/hokkaido/A0105/A010501/1002207/,41.8051011351402,140.75105084555102,https://tblg.k-img.com/restaurant/images/Rvw/234022/640x640_rect_d237657676476f8cc0aac7129e33b93f.jpg,エノテカ・ラ・リコルマ,"￥15,000～￥19,999"
アニエルドール（agnel d'or）,4.17,フレンチ,大阪府,大阪市西区,西本町2-4-4,阿波座駅,477,36624,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店, The Tabelog Award 2019 Bronze 受賞店, The Tabelog Award 2018 Bronze 受賞店, The Tabelog Award 2017 Bronze 受賞店","食べログ フレンチ WEST 百名店 2023 選出店, 食べログ フレンチ WEST 百名店 2021 選出店",,フレンチ,"地下鉄中央線、または千日前線阿波座駅1番出口より徒歩5分
阿波座駅から441m",月曜日,"火
                        


                            18:00 - 19:30
                          




                          水・木・金・土・日
                        


                            12:00 - 13:00
                          

                            18:00 - 19:30
                          




                          月
                        


                            定休日",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー可


QRコード決済可

                    （PayPay）",12席,http://www.agneldor.com/,https://www.facebook.com/agneldor,2013年8月8日,,,https://tabelog.com/osaka/A2701/A270105/27074473/,34.682426437988795,135.49098267729255,https://tblg.k-img.com/restaurant/images/Rvw/242033/640x640_rect_547e6da0c8293a750ab71e468127f16a.jpg,アニエルドール,"￥20,000～￥29,999"
炭火焼肉 久,4.17,焼肉,秋田県,秋田市,中通4-17-15 1Ｆ,秋田駅,363,16839,"￥4,000～￥4,999","￥4,000～￥4,999","￥10,000～￥14,999","￥10,000～￥14,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店","食べログ 焼肉 EAST 百名店 2024 選出店, 食べログ 焼肉 EAST 百名店 2023 選出店, 食べログ 焼肉 EAST 百名店 2022 選出店, 食べログ 焼肉 EAST 百名店 2021 選出店, 食べログ 焼肉 EAST 百名店 2020 選出店",,焼肉,"秋田駅から徒歩５分
秋田駅から292m",日曜日,"月
                        


                            17:00 - 22:00
                          




                          火・水・木・金・土
                        


                            11:30 - 14:00
                          

                            17:00 - 22:00
                          




                          日
                        


                            定休日
                          





■ 営業時間17時から20時まで御来店のお客様はコースをお願いしております。御来店前の空席確認をされた上で来店お待ちしております！直接お店に来店しての御予約はお控え下さい。定休日のお電話での御予約は承っておりません。御予約は翌月月末までとさせて頂いております。■ 定休日第1第3月曜日",予約可,"カード可

                      （VISA、Master）
                    


電子マネー不可


QRコード決済不可","32席

                    （テーブル26席　カウンター６席）",https://www.akita-kyu.com/,,2019年8月28日,①お会計は現金orクレジットカードのみ対応可能です。（売掛払い対応はしておりません、予めご了承ください）②テイクアウトメニュー　秋田牛ライスカレー　600円　炭火焼肉弁当　1.850円　鹿角ポーク&五穀鶏弁当　1.850円　　カイノミ弁当　2.200円　特選ヒレ弁当　3.100円　持ち帰りキムチ　550円※表示価格は税込価格です。ランチ営業同様月曜日は弁当テイクアウトはお休み。※ご注文は前日の営業時間内までの予約制です。1月定休日　1.2.3.5.6.12.19.20.262月定休日　2.3.9.16.17.23　1月は4日ランチよりスタート定休日のお電話でのご予約は承っておりません。炭火焼肉久ではランチタイム小学生以上の御入店で、ディナータイムもコースを御注文頂ける小学生以上の方に限り、20時まではコースでのご案内。単品ご注文は20時以降。,,https://tabelog.com/akita/A0501/A050101/5009110/,39.71447583626962,140.1281641248704,https://tblg.k-img.com/restaurant/images/Rvw/175706/640x640_rect_3dab3035421c5bda9b072026a892fc28.jpg,炭火焼肉 久,"￥4,000～￥4,999"
蓮 三四七（【旧店名】蓮）,4.17,日本料理,東京都,中央区,銀座7-3-13 ニューギンザビル B1F,内幸町駅,183,12775,"￥30,000～￥39,999","￥30,000～￥39,999","￥40,000～￥49,999","￥40,000～￥49,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店","食べログ 日本料理 TOKYO 百名店 2023 選出店, 食べログ 日本料理 TOKYO 百名店 2021 選出店",,日本料理,"銀座駅Ｃ2出口より徒歩5分新橋駅より徒歩4分※入口について格子戸を開けると1階はギャラリー、手前に明かりのついた「蓮 三四七」の表札がございます。
内幸町駅から396m",,■ 営業時間【ランチ】水～土　12:00から【ディナー】月～土　17:00から■ 定休日日曜日、月曜日(月２回)、祝日（５月上旬、8月中旬、年末年始休みあり）,予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","16席

                    （カウンター6席、6名個室2部屋）",https://ginza-ren.jp,,2018年6月4日,,,https://tabelog.com/tokyo/A1301/A130101/13221959/,35.67016373872105,139.76016458427702,https://tblg.k-img.com/restaurant/images/Rvw/170983/640x640_rect_38f509bff8d1c495f2e354fd27fc0b8d.jpg,蓮 三四七,"￥30,000～￥39,999"
